"Id","Priority","Status","System","Category","File","Class","Evidence","Risk","Recommendation","Verification","Notes"
"SERIAL-0068","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Elementals/FireKing.cs","Server.Custom.Confictura.Mobiles.FireKing","Serialize:L41;Deserialize:L47;SerialCtor:L36;VersionWrite:L44","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0069","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Elementals/FireServant.cs","Server.Custom.Confictura.Mobiles.FireServant","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0070","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Elementals/FireServant.cs","Server.Custom.Confictura.Mobiles.FireServant","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0071","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Elementals/FireSpirit.cs","Server.Custom.Confictura.Mobiles.FireSpirit","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0072","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Elementals/FireSpirit.cs","Server.Custom.Confictura.Mobiles.FireSpirit","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0073","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Elementals/Geode.cs","Server.Custom.Confictura.Mobiles.Geode","Serialize:L39;Deserialize:L45;SerialCtor:L34;VersionWrite:L42","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0074","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Elementals/Geode.cs","Server.Custom.Confictura.Mobiles.Geode","Serialize:L39;Deserialize:L45;SerialCtor:L34;VersionWrite:L42","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0075","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Elementals/GrumpyEarthSpirit.cs","Server.Custom.Confictura.Mobiles.GrumpyEarthSpirit","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0076","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Elementals/GrumpyEarthSpirit.cs","Server.Custom.Confictura.Mobiles.GrumpyEarthSpirit","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0077","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Elementals/SkySpirit.cs","Server.Custom.Confictura.Mobiles.SkySpirit","Serialize:L42;Deserialize:L48;SerialCtor:L37;VersionWrite:L45","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0078","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Elementals/SkySpirit.cs","Server.Custom.Confictura.Mobiles.SkySpirit","Serialize:L42;Deserialize:L48;SerialCtor:L37;VersionWrite:L45","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0079","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Goliaths/Atlas.cs","Server.Custom.Confictura.Mobiles.Atlas","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0080","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Goliaths/Atlas.cs","Server.Custom.Confictura.Mobiles.Atlas","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0081","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Goliaths/CyclopsIntruder.cs","Server.Custom.Confictura.Mobiles.CyclopsIntruder","Serialize:L34;Deserialize:L40;SerialCtor:L29;VersionWrite:L37","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0082","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Goliaths/CyclopsIntruder.cs","Server.Custom.Confictura.Mobiles.CyclopsIntruder","Serialize:L34;Deserialize:L40;SerialCtor:L29;VersionWrite:L37","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0083","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Goliaths/TwoFace.cs","Server.Custom.Confictura.Mobiles.TwoFace","Serialize:L44;Deserialize:L50;SerialCtor:L39;VersionWrite:L47","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0084","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Goliaths/TwoFace.cs","Server.Custom.Confictura.Mobiles.TwoFace","Serialize:L44;Deserialize:L50;SerialCtor:L39;VersionWrite:L47","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0085","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Kobolds/KoboldChief.cs","Server.Custom.Confictura.Mobiles.KoboldChief","Serialize:L33;Deserialize:L39;SerialCtor:L28;VersionWrite:L36","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0086","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Kobolds/KoboldChief.cs","Server.Custom.Confictura.Mobiles.KoboldChief","Serialize:L33;Deserialize:L39;SerialCtor:L28;VersionWrite:L36","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0087","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Kobolds/KoboldFootSoldier.cs","Server.Custom.Confictura.Mobiles.KoboldFootSoldier","Serialize:L35;Deserialize:L41;SerialCtor:L30;VersionWrite:L38","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0088","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Kobolds/KoboldFootSoldier.cs","Server.Custom.Confictura.Mobiles.KoboldFootSoldier","Serialize:L35;Deserialize:L41;SerialCtor:L30;VersionWrite:L38","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0089","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Kobolds/KoboldRingleader.cs","Server.Custom.Confictura.Mobiles.KoboldRingleader","Serialize:L45;Deserialize:L51;SerialCtor:L40;VersionWrite:L48","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0090","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Kobolds/KoboldRingleader.cs","Server.Custom.Confictura.Mobiles.KoboldRingleader","Serialize:L45;Deserialize:L51;SerialCtor:L40;VersionWrite:L48","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0091","High","Open","Custom:Mobiles","VersionHandling","Data/Scripts/Custom/Mobiles/Minotaurs/MazeMinotaur.cs","Server.Custom.Confictura.Mobiles.MazeMinotaur","Serialize:L33;Deserialize:L39;SerialCtor:L28;VersionWrite:L36","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0092","Critical","Open","Custom:Mobiles","WriteReadAlignment","Data/Scripts/Custom/Mobiles/Minotaurs/MazeMinotaur.cs","Server.Custom.Confictura.Mobiles.MazeMinotaur","Serialize:L33;Deserialize:L39;SerialCtor:L28;VersionWrite:L36","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
