"Id","SourceId","Priority","Status","System","Category","Files","Evidence","Risk","RecommendedFix","Verification","Notes","Source"
"RB-00066","P10-F00066","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastGland.cs","Serialize:L20;Deserialize:L27;SerialCtor:L17; class=Server.Items.PlagueBeastGland; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00067","P10-F00067","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastHeart.cs","Serialize:L26;Deserialize:L33;SerialCtor:L23; class=Server.Items.PlagueBeastHeart; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00068","P10-F00068","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastInnard.cs","Serialize:L176;Deserialize:L185;SerialCtor:L173; class=Server.Items.PlagueBeastComponent; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00069","P10-F00069","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastInnard.cs","Serialize:L59;Deserialize:L66;SerialCtor:L56; class=Server.Items.PlagueBeastInnard; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00070","P10-F00070","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastMutationCore.cs","Serialize:L64;Deserialize:L73;SerialCtor:L61; class=Server.Items.PlagueBeastMutationCore; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00071","P10-F00071","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L458;Deserialize:L467;SerialCtor:L455; class=Server.Items.PlagueBeastBackupOrgan; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00072","P10-F00072","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L175;Deserialize:L182;SerialCtor:L172; class=Server.Items.PlagueBeastMaidenOrgan; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00073","P10-F00073","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L577;Deserialize:L586;SerialCtor:L574; class=Server.Items.PlagueBeastMainOrgan; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00074","P10-F00074","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L121;Deserialize:L132;SerialCtor:L118; class=Server.Items.PlagueBeastOrgan; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00075","P10-F00075","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L235;Deserialize:L242;SerialCtor:L232; class=Server.Items.PlagueBeastRockOrgan; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00076","P10-F00076","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L338;Deserialize:L347;SerialCtor:L335; class=Server.Items.PlagueBeastRubbleOrgan; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00077","P10-F00077","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Items/PlagueBeastVein.cs","Serialize:L73;Deserialize:L82;SerialCtor:L70; class=Server.Items.PlagueBeastVein; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00078","P10-F00078","P1","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeastLord.cs","Serialize:L276;Deserialize:L294;SerialCtor:L273; class=Server.Mobiles.PlagueBeastLord; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00079","P10-F00079","P0","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeastLord.cs","Serialize:L276;Deserialize:L294;SerialCtor:L273; class=Server.Mobiles.PlagueBeastLord; category=WriteReadAlignment","Save","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00080","P10-F00080","P0","Ready","Custom:Champions","Save compatibility","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawn.cs","Serialize:L1144;Deserialize:L1185;SerialCtor:L1052;VersionWrite:L1148;VersionRead:L1191; class=Server.Engines.CannedEvil.ChampionSpawn; category=WriteReadAlignment","Save","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00081","P10-F00081","P1","Ready","Custom:CloneOfflinePlayerCharacters","Save compatibility","Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs","Serialize:L46;Deserialize:L52;SerialCtor:L20;VersionWrite:L49; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00082","P10-F00082","P0","Ready","Custom:CloneOfflinePlayerCharacters","Save compatibility","Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs","Serialize:L46;Deserialize:L52;SerialCtor:L20;VersionWrite:L49; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone; category=WriteReadAlignment","Save","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00083","P10-F00083","P2","Ready","Custom:CloneOfflinePlayerCharacters","Save compatibility","Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs","Serialize:L46;Deserialize:L52;SerialCtor:L20;VersionWrite:L49; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone; category=SerializedSourceProjectTruth","Save","Resolve project truth status before relying on this serialized source during reorganization.","Re-run project truth and Phase 6 serialization register.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00084","P10-F00084","P1","Ready","Custom:CloneOfflinePlayerCharacters","Save compatibility","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs","Serialize:L272;Deserialize:L279;SerialCtor:L41;VersionWrite:L275; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone; category=VersionHandling","Save","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00085","P10-F00085","P0","Ready","Custom:CloneOfflinePlayerCharacters","Save compatibility","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs","Serialize:L272;Deserialize:L279;SerialCtor:L41;VersionWrite:L275; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone; category=WriteReadAlignment","Save","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-00086","P10-F00086","P2","Ready","Custom:CloneOfflinePlayerCharacters","Save compatibility","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs","Serialize:L272;Deserialize:L279;SerialCtor:L41;VersionWrite:L275; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone; category=SerializedSourceProjectTruth","Save","Resolve project truth status before relying on this serialized source during reorganization.","Re-run project truth and Phase 6 serialization register.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
