"Id","AuditId","Priority","Status","System","Capability","Decision","RecommendedSurface","Files","Evidence","Risk","ContentBrief","SpoilerBoundary","AcceptanceTest","RuntimeOwnerCheck","Notes"
"IGDB-0025","IGD-DOC-docs-wiki-technology-items-md","P2","Ready","CanonicalWiki:Crafting, Harvesting, Trades, And Economy","Technology Items","Incorporate","LibraryReference","Data/Scripts/Items/Technology/;Data/Scripts/Items/Technology/AlienEgg.cs;Data/Scripts/Items/Technology/BaseKilrathi.cs;Data/Scripts/Items/Technology/Chainsaw.cs;Data/Scripts/Items/Technology/ComputerDatabase.cs;Data/Scripts/Items/Technology/DataPad.cs;Data/Scripts/Items/Technology/DoubleLaserSword.cs;Data/Scripts/Items/Technology/DuctTape.cs;Data/Scripts/Items/Technology/FirstAidKit.cs;Data/Scripts/Items/Technology/KilrathiGun.cs;Data/Scripts/Items/Technology/KilrathiHeavyGun.cs;Data/Scripts/Items/Technology/Krystal.cs;Data/Scripts/Items/Technology/Landmine.cs;Data/Scripts/Items/Technology/LightSword.cs;Data/Scripts/Items/Technology/MaterialLiquifier.cs;Data/Scripts/Items/Technology/MedicalRecord.cs;Data/Scripts/Items/Technology/PlasmaGrenade.cs;Data/Scripts/Items/Technology/PlasmaTorch.cs;Data/Scripts/Items/Technology/PortableSmelter.cs;Data/Scripts/Items/Technology/RomulanAle.cs;Data/Scripts/Items/Technology/SpaceDyes.cs;Data/Scripts/Items/Technology/SpaceJunk.cs;Data/Scripts/Items/Technology/ThermalDetonator.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: materials, property, batch actions, and vendor transactions can cause meaningful loss.","Teach entry tools, material consumption, batch or queue controls, persistent selections, stop paths, and irreversible or costly actions.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0026","IGD-DOC-docs-wiki-trade-guild-enhancements-md","P2","Ready","CanonicalWiki:Crafting, Harvesting, Trades, And Economy","Trade Guild Enhancements","Incorporate","LibraryReference","Data/Scripts/Mobiles/Base/StoreSalesList.cs;Data/Scripts/Scripts.csproj;Data/Scripts/Trades/Guild/AttributeHandler.cs;Data/Scripts/Trades/Guild/EnhancementStoneProcess.cs;Data/Scripts/Trades/Guild/GuildCarpentry.cs;Data/Scripts/Trades/Guild/GuildFletching.cs;Data/Scripts/Trades/Guild/GuildHammer.cs;Data/Scripts/Trades/Guild/GuildSewing.cs;Data/Scripts/Trades/Guild/GuildTinkering.cs;Data/Scripts/Trades/Guild/Gumps/EnhancementGump.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: materials, property, batch actions, and vendor transactions can cause meaningful loss.","Teach entry tools, material consumption, batch or queue controls, persistent selections, stop paths, and irreversible or costly actions.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0027","IGD-DOC-docs-wiki-vendor-core-system-md","P2","Ready","CanonicalWiki:Crafting, Harvesting, Trades, And Economy","Vendor Core System","Incorporate","LibraryReference","Data/Scripts/Mobiles/Base/AnimalBuy.cs;Data/Scripts/Mobiles/Base/BaseVendor.cs;Data/Scripts/Mobiles/Base/BeverageBuy.cs;Data/Scripts/Mobiles/Base/GenericBuy.cs;Data/Scripts/Mobiles/Base/GenericSell.cs;Data/Scripts/Mobiles/Base/PresetMapBuy.cs;Data/Scripts/Mobiles/Base/StoreSalesList.cs;Data/Scripts/System/Commands/Commands/Commands.cs;Data/System/Source/BaseVendor.cs;Data/System/Source/Network/PacketHandlers.cs;Data/System/Source/Network/Packets.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: materials, property, batch actions, and vendor transactions can cause meaningful loss.","Teach entry tools, material consumption, batch or queue controls, persistent selections, stop paths, and irreversible or costly actions.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0028","IGD-DOC-docs-wiki-boat-navigation-control-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Boat Navigation Control","Incorporate","Help","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs;Data/Scripts/Items/Boats/BaseBoat.cs;Data/Scripts/Items/Boats/Plank.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0029","IGD-DOC-docs-wiki-bond-info-command-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Bond Info Command","Incorporate","Help","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0030","IGD-DOC-docs-wiki-chat-system-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Chat System","Incorporate","Help","Data/Scripts/System/Chat","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0031","IGD-DOC-docs-wiki-clear-deck-command-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Clear Deck Command","Incorporate","Help","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0032","IGD-DOC-docs-wiki-custom-title-feature-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Custom Title Feature","Incorporate","Help","Data/Scripts/Mobiles/Base/PlayerMobile.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Help/ServerSettings.cs;Data/Scripts/System/Misc/Naming.cs;Data/Scripts/System/Misc/Settings.cs;Data/Scripts/System/Misc/Titles.cs;Data/System/Source/Mobile.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0033","IGD-DOC-docs-wiki-offline-skill-training-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Offline Skill Training","Incorporate","Help","Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/RandomStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/StandardStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs;Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs;Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs;Data/Scripts/System/Skills/SkillCheck.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0034","IGD-DOC-docs-wiki-point-command-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Point Command","Incorporate","Help","Data/Scripts/Custom/Point Command [2.0]/Point.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0035","IGD-DOC-docs-wiki-tell-a-friend-md","P2","Ready","CanonicalWiki:Player Commands And Account Tools","Tell A Friend Referral","Incorporate","Help","Data/Scripts/Custom/TellAFriend/Rewards/StatBall.cs;Data/Scripts/Custom/TellAFriend/TellAFriend.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
